,DATETIME,Body of Water Name,DataContact,LAT,LONG,Maximum Depth (m),Mean Depth (m),Secchi Depth (m),Surface Temperature (degrees celsius),Total Nitrogen (ug/L),Total Phosphorus (ug/L),NO3 NO2 (mg/L),Total Chlorophyll a (ug/L),Microcystin (ug/L)
0,2008-06-25 14:00:00,ADAMSON LAKE,Ron Zurawell,53.61544,-112.92044,,,1.35,21.6,5668.0,256.0,0.008,13.1,0.09
1,2008-07-24 12:50:00,ADAMSON LAKE,Ron Zurawell,53.61544,-112.92044,,,1.2,22.4,6322.0,161.0,0.012,11.0,0.07
2,2008-08-13 11:45:00,ADAMSON LAKE,Ron Zurawell,53.61544,-112.92044,,,0.4,17.47,6065.0,497.0,0.005,107.0,0.08
3,2008-09-09 10:45:00,ADAMSON LAKE,Ron Zurawell,53.61544,-112.92044,,,0.22,13.22,8055.0,614.0,0.005,169.0,0.1
4,2008-10-07 11:30:00,ADAMSON LAKE,Ron Zurawell,53.61544,-112.92044,,,0.3,8.54,8668.0,578.0,0.008,168.0,0.07
5,2008-06-04 18:10:00,AMISK LAKE,Ron Zurawell,54.61611,-112.62306,59.0,15.5,3.0,18.13,1027.0,52.0,0.027,4.7,0.15
6,2008-06-30 10:20:00,AMISK LAKE,Ron Zurawell,54.61611,-112.62306,59.0,15.5,3.0,22.26,965.0,32.0,0.005,10.5,0.14
7,2008-07-23 10:45:00,AMISK LAKE,Ron Zurawell,54.61611,-112.62306,59.0,15.5,1.75,21.44,938.0,34.0,0.008,6.71,0.08
8,2008-08-12 10:00:00,AMISK LAKE,Ron Zurawell,54.61611,-112.62306,59.0,15.5,1.5,20.5,1055.0,28.0,0.005,6.15,0.13
9,2008-09-14 12:00:00,AMISK LAKE,Ron Zurawell,54.61611,-112.62306,59.0,15.5,3.75,14.97,945.0,21.0,0.005,4.67,0.08
10,2009-06-14 10:00:00,ARM LAKE,Ron Zurawell,52.74783,-110.58845,14.0,6.3,4.5,19.64,1035.0,22.0,0.005,2.2,0.13
11,2009-07-11 09:05:00,ARM LAKE,Ron Zurawell,52.74783,-110.58845,14.0,6.3,3.5,18.12,1061.0,24.0,0.011,4.12,0.08
12,2009-07-26 08:45:00,ARM LAKE,Ron Zurawell,52.74783,-110.58845,14.0,6.3,3.0,23.39,1085.0,19.0,0.005,2.89,0.12
13,2009-08-17 09:05:00,ARM LAKE,Ron Zurawell,52.74783,-110.58845,14.0,6.3,3.25,17.11,1014.9999999999999,22.0,0.005,3.75,0.13
14,2008-06-26 11:15:00,ASTOTIN LAKE,Ron Zurawell,53.67747,-112.84167,6.1,2.73,0.72,20.0,2625.0,67.0,0.005,,1.04
15,2008-07-22 11:00:00,ASTOTIN LAKE,Ron Zurawell,53.67747,-112.84167,6.1,2.73,0.5,21.3,3715.0,152.0,0.005,50.6,1.21
16,2008-08-14 12:45:00,ASTOTIN LAKE,Ron Zurawell,53.67747,-112.84167,6.1,2.73,0.6,19.95,3195.0,95.0,0.005,42.8,1.98
17,2008-09-08 10:15:00,ASTOTIN LAKE,Ron Zurawell,53.67747,-112.84167,6.1,2.73,0.5,14.2,3105.0,95.0,0.005,35.9,2.45
18,2008-10-02 11:00:00,ASTOTIN LAKE,Ron Zurawell,52.96667,-114.18333,6.1,2.73,0.5,12.64,3305.0,93.0,0.005,35.3,0.09
19,2004-06-28 13:00:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,2.2,21.27,1285.0,38.0,0.005,30.9,0.08
20,2005-05-19 12:00:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,1.7,12.31,1076.0,70.5,0.006,14.3,0.07
21,2005-06-16 10:45:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,3.9,17.24,1025.0,76.0,0.005,7.0,0.07
22,2005-07-13 11:15:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,1.75,20.77,2265.0,97.69999999999999,0.005,131.5,0.25
23,2005-08-16 11:30:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,2.95,17.09,1474.0,141.2,0.014,43.2,0.32
24,2005-08-31 12:00:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,1.75,16.65,1567.0,120.3,0.027,41.3,0.55
25,2005-09-29 10:30:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,1.4,11.0,1512.0,98.5,0.072,40.8,1.52
26,2006-07-25 14:00:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,0.55,23.87,1567.0,64.0,0.007,56.3,0.67
27,2006-08-09 14:30:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,0.65,21.04,2025.0,97.0,0.005,94.1,1.72
28,2006-09-10 14:00:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,1.0,18.21,1727.0,97.0,0.017,50.4,1.36
29,2006-09-26 12:00:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,2.0,12.47,1783.0,141.0,0.063,34.5,1.54
30,2007-05-15 12:30:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,0.8,9.39,1185.0,90.0,0.005,56.6,0.07
31,2007-06-25 12:00:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,1.5,17.19,1175.0,62.0,0.005,19.9,1.7
32,2007-07-18 11:30:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,1.1,25.85,1555.0,54.0,0.005,40.6,0.87
33,2007-08-08 15:00:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,1.25,19.99,1526.0,86.0,0.006,50.8,4.1
34,2007-08-30 13:30:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,2.1,16.51,1415.0,121.0,0.035,36.4,9.35
35,2007-09-27 11:00:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,2.0,10.73,1266.0,100.0,0.046,24.5,5.44
36,2007-10-29 14:30:00,BAPTISTE LAKE - NORTH BASIN,Ron Zurawell,54.78333,-113.55,15.5,5.6,2.5,6.03,1075.0,36.0,0.015,8.87,0.41
37,2004-06-28 11:30:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,2.3,21.68,1505.0,44.0,0.005,44.9,0.12
38,2005-05-19 14:15:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,1.8,12.36,1305.0,88.6,0.005,23.2,0.07
39,2005-06-16 12:35:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,4.0,17.98,1075.0,48.9,0.005,8.8,0.07
40,2005-07-13 14:00:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,1.0,21.02,2035.0000000000002,61.400000000000006,0.005,102.1,0.17
41,2005-08-16 14:00:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,0.7,17.0,2545.0,101.1,0.005,154.0,0.4
42,2005-08-31 14:00:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,1.3,16.99,1877.0,88.1,0.027,64.2,0.6
43,2005-09-29 14:30:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,2.8,11.39,1450.0,81.9,0.11,13.7,0.24
44,2006-07-25 12:00:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,0.75,22.98,1425.0,64.0,0.005,45.6,0.69
45,2006-08-09 11:30:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,0.65,20.73,1785.0,69.0,0.005,65.8,1.23
46,2006-09-10 11:30:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,1.0,18.13,1480.0,53.0,0.01,35.3,1.15
47,2006-09-26 10:30:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,2.0,12.46,1295.0,55.0,0.055,21.7,0.9
48,2007-05-15 15:30:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,0.48,10.59,1875.0,179.0,0.005,114.0,0.07
49,2007-06-25 14:30:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,1.7,17.42,1106.0,38.0,0.006,22.1,0.1
50,2007-07-18 14:15:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,1.1,25.63,1485.0,43.0,0.005,33.7,1.13
51,2007-08-08 11:45:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,1.2,20.11,1470.0,49.0,0.01,44.4,4.94
52,2007-08-30 11:30:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,0.9,17.29,1625.0,81.0,0.005,74.8,13.08
53,2007-09-27 13:00:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,2.25,,1134.0,64.0,0.014,25.6,3.75
54,2007-10-29 11:30:00,BAPTISTE LAKE - SOUTH BASIN,Ron Zurawell,54.75,-113.55,27.5,11.9,2.4,6.75,1221.0,97.0,0.031,10.8,0.12
55,2006-07-24 12:06:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,3.25,23.77,1805.0,37.0,0.005,5.92,0.16
56,2006-08-18 13:45:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,2.75,20.62,1655.0,28.0,0.005,4.61,0.07
57,2006-09-05 13:35:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,2.0,19.25,1755.0,35.0,0.005,6.14,0.3
58,2007-06-27 11:30:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,2.75,17.0,1668.0,36.0,0.008,2.05,0.16
59,2007-07-17 11:00:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,1.5,25.64,1665.0,29.0,0.005,4.18,0.12
60,2007-08-08 16:30:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,2.25,21.36,,32.0,,7.91,1.23
61,2007-09-06 11:30:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,3.5,16.46,1625.0,26.0,0.005,6.22,0.24
62,2008-06-11 09:25:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,7.5,18.19,1756.0,40.0,0.016,2.17,0.37
63,2008-07-17 09:00:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,3.5,20.7,1796.0,41.0,0.016,8.22,0.24
64,2008-08-05 08:30:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,2.5,19.28,1727.0,38.0,0.007,5.81,0.17
65,2008-08-25 10:40:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,3.75,19.4,1716.0,28.0,0.006,3.89,0.14
66,2008-09-15 08:30:00,BEARTRAP LAKE,Ron Zurawell,54.205,-110.53806,,,3.5,15.03,1868.0,32.0,0.158,9.72,0.13
67,2005-08-14 15:00:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,2.6,,524.0,16.6,0.014,6.4,0.08
68,2006-08-13 12:50:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,2.5,,,20.0,,5.63,0.07
69,2006-08-27 13:30:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,3.25,,,18.0,,3.41,0.07
70,2007-07-29 15:00:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,3.25,,,18.0,,3.91,0.15
71,2007-08-12 13:30:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,2.25,,,37.0,,7.36,0.1
72,2007-09-03 17:00:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,3.0,,,34.0,,9.6,0.07
73,2007-09-30 17:00:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,2.5,,,28.0,,11.1,0.07
74,2008-06-12 09:30:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,2.25,11.28,615.0,27.0,0.005,8.05,0.07
75,2008-07-10 10:00:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,2.5,18.37,554.0,28.0,0.014,6.14,0.07
76,2008-07-31 08:30:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,2.25,18.55,485.0,18.0,0.005,3.85,0.07
77,2008-08-18 09:00:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,4.0,20.27,485.0,21.0,0.005,2.0,0.07
78,2008-09-18 10:00:00,BEAUVAIS LAKE,Ron Zurawell,49.41389,-114.10833,10.7,7.3,3.0,14.31,505.0,21.0,0.005,3.77,0.08
79,2008-06-04 10:00:00,BEAVER LAKE,Ron Zurawell,54.725,-111.83333,15.2,7.1,10.25,15.91,1332.0,28.0,0.052,2.05,0.14
80,2008-06-27 09:00:00,BEAVER LAKE,Ron Zurawell,54.725,-111.83333,15.2,7.1,6.75,18.28,1282.0,30.0,0.012,3.57,0.15
81,2008-07-23 14:20:00,BEAVER LAKE,Ron Zurawell,54.725,-111.83333,15.2,7.1,4.25,21.25,1285.0,49.0,0.005,5.76,0.09
82,2008-08-19 14:20:00,BEAVER LAKE,Ron Zurawell,54.725,-111.83333,15.2,7.1,4.25,21.89,1235.0,36.0,0.005,7.07,0.29
83,2008-09-14 14:10:00,BEAVER LAKE,Ron Zurawell,54.725,-111.83333,15.2,7.1,2.5,15.83,1405.0,40.0,0.005,12.0,0.08
84,2007-07-01 09:00:00,BELLEVUE LAKE,Ron Zurawell,53.80694,-111.3325,,,4.0,17.21,,32.0,,8.93,0.19
85,2007-07-17 16:30:00,BELLEVUE LAKE,Ron Zurawell,53.80694,-111.3325,,,4.25,24.9,1155.0,32.0,0.005,7.66,0.22
86,2007-08-18 09:10:00,BELLEVUE LAKE,Ron Zurawell,53.80694,-111.3325,,,3.0,17.72,,34.0,,3.86,0.32
87,2006-07-21 09:21:00,BIG LAKE EAST/WEST BASIN COMP (AB05EA1550),Ron Zurawell,53.6,-113.70556,,,0.5,,1835.0,127.0,0.005,13.7,0.07
88,2006-08-11 08:11:00,BIG LAKE EAST/WEST BASIN COMP (AB05EA1550),Ron Zurawell,53.6,-113.70556,,,0.7,,2055.0,188.0,0.005,25.1,0.1
89,2006-09-01 08:01:00,BIG LAKE EAST/WEST BASIN COMP (AB05EA1550),Ron Zurawell,53.6,-113.70556,,,0.6,,2007.0000000000002,142.0,0.017,13.2,0.12
90,2006-09-22 08:22:00,BIG LAKE EAST/WEST BASIN COMP (AB05EA1550),Ron Zurawell,53.6,-113.70556,,,0.5,,1737.0,89.0,0.017,7.31,0.17
91,2007-07-10 11:00:00,BITTERN LAKE,Ron Zurawell,53.0375,-113.05547,,,0.15,,3032.0,1050.0,0.972,10.3,0.32
92,2008-06-28 13:30:00,BLACKFALDS LAKE,Ron Zurawell,52.38833,-113.72139,,,1.25,20.26,2329.0,311.0,0.009,15.7,0.76
93,2008-07-19 10:45:00,BLACKFALDS LAKE,Ron Zurawell,52.38833,-113.72139,,,0.75,18.88,3633.0,238.0,0.013,69.4,7.55
94,2008-09-23 17:20:00,BLACKFALDS LAKE,Ron Zurawell,52.48333,-112.86667,,,1.25,12.74,3603.0,219.0,0.083,61.3,0.09
95,2006-07-24 11:30:00,BUCK LAKE,Ron Zurawell,52.98333,-114.76667,12.2,6.2,1.4,22.67,616.0,10.0,0.006,84.5,0.16
96,2006-08-21 11:45:00,BUCK LAKE,Ron Zurawell,52.98333,-114.76667,12.2,6.2,1.1,19.23,1886.0,159.0,0.006,112.0,0.44
97,2006-09-28 12:45:00,BUCK LAKE,Ron Zurawell,52.98333,-114.76667,12.2,6.2,5.75,12.78,1205.0,133.0,0.145,7.24,0.58
98,2007-08-22 09:30:00,CLAIRMONT LAKE,Ron Zurawell,55.26194,-118.76278,,,0.45,14.47,2835.0,318.0,0.005,45.5,5.91
99,2007-09-19 11:30:00,CLAIRMONT LAKE,Ron Zurawell,55.26194,-118.76278,,,0.75,9.12,2230.0,198.0,0.09,23.1,0.27
100,2009-06-16 09:00:00,CLAIRMONT LAKE,Ron Zurawell,55.26194,-118.76278,,,0.25,19.09,6335.0,561.0,0.005,10.5,0.17
101,2009-07-14 08:45:00,CLAIRMONT LAKE,Ron Zurawell,55.26194,-118.76278,,,0.3,15.8,5647.0,383.0,0.097,117.0,0.18
102,2009-08-04 12:10:00,CLAIRMONT LAKE,Ron Zurawell,55.26194,-118.76278,,,0.2,18.23,5907.0,613.0,0.007,190.0,0.41
103,2009-08-26 08:10:00,CLAIRMONT LAKE,Ron Zurawell,55.26194,-118.76278,,,0.2,13.96,7603.0,641.0,0.023,163.0,0.25
104,2007-07-17 11:30:00,CLEAR LAKE,Ron Zurawell,50.15,-113.41667,,,2.4,22.97,1980.0,562.0,0.01,50.6,0.76
105,2007-08-29 09:30:00,CLEAR LAKE,Ron Zurawell,50.15,-113.41667,,,,16.55,1460.0,701.0,0.03,15.4,13.6
106,2007-09-21 10:30:00,CLEAR LAKE,Ron Zurawell,50.15,-113.41667,,,2.4,11.2,1515.0,624.0,0.085,4.0,0.83
107,2006-07-14 08:45:00,CLEAR LAKE (BARNS LAKE),Ron Zurawell,52.76667,-110.60667,,,3.5,22.03,995.0,26.0,0.005,4.62,0.08
108,2006-08-13 10:00:00,CLEAR LAKE (BARNS LAKE),Ron Zurawell,52.76667,-110.60667,,,3.25,19.3,965.0,27.0,0.005,8.16,0.07
109,2006-09-08 14:20:00,CLEAR LAKE (BARNS LAKE),Ron Zurawell,52.76667,-110.60667,,,2.25,18.8,968.0,27.0,0.008,5.73,0.07
110,2006-09-29 10:00:00,CLEAR LAKE (BARNS LAKE),Ron Zurawell,52.76667,-110.60667,,,2.3,11.59,965.0,22.0,0.005,6.1,0.07
111,2007-07-04 10:15:00,CLEAR LAKE (BARNS LAKE),Ron Zurawell,52.76667,-110.60667,,,5.75,21.01,,17.0,,1.57,0.07
112,2007-07-24 11:00:00,CLEAR LAKE (BARNS LAKE),Ron Zurawell,52.76667,-110.60667,,,3.0,25.25,825.0,20.0,0.005,2.92,0.19
113,2007-09-16 13:30:00,CLEAR LAKE (BARNS LAKE),Ron Zurawell,52.76667,-110.60667,,,4.75,15.14,855.0,22.0,0.005,2.7,0.12
114,2008-06-26 09:47:00,CLEAR LAKE (BARNS LAKE),Ron Zurawell,52.76667,-110.60667,,,9.0,18.82,825.0,24.0,0.005,0.97,0.11
115,2008-07-29 09:15:00,CLEAR LAKE (BARNS LAKE),Ron Zurawell,52.76667,-110.60667,,,5.8,20.47,975.0,43.0,0.005,2.42,0.07
116,2008-08-19 10:00:00,CLEAR LAKE (BARNS LAKE),Ron Zurawell,52.76667,-110.60667,,,3.0,21.44,845.0,21.0,0.005,3.43,0.12
117,2008-09-08 09:25:00,CLEAR LAKE (BARNS LAKE),Ron Zurawell,52.76667,-110.60667,,,5.0,15.53,905.0,20.0,0.005,3.79,0.07
118,2006-07-26 14:20:00,COOKING LAKE,Ron Zurawell,53.41944,-113.05833,4.6,1.7,0.3,23.67,12105.0,415.0,0.005,149.0,2.23
119,2006-08-09 09:15:00,COOKING LAKE,Ron Zurawell,53.41944,-113.05833,4.6,1.7,0.25,22.16,12307.0,368.0,0.007,144.0,1.94
120,2006-08-23 17:00:00,COOKING LAKE,Ron Zurawell,53.41944,-113.05833,4.6,1.7,0.5,19.46,14105.0,478.0,0.005,117.0,2.41
121,2006-09-11 15:00:00,COOKING LAKE,Ron Zurawell,53.41944,-113.05833,4.6,1.7,0.75,17.88,13409.0,574.0,0.009,44.0,1.38
122,2007-07-27 09:00:00,COOKING LAKE,Ron Zurawell,53.41944,-113.05833,4.6,1.7,0.6,20.8,,383.0,,32.4,10.44
123,2007-08-09 10:30:00,COOKING LAKE,Ron Zurawell,53.41944,-113.05833,4.6,1.7,0.5,17.62,9105.0,473.0,0.005,59.3,10.54
124,2007-08-26 12:00:00,COOKING LAKE,Ron Zurawell,53.41944,-113.05833,4.6,1.7,0.45,15.69,,430.0,,53.0,6.17
125,2007-10-03 11:00:00,COOKING LAKE,Ron Zurawell,53.41944,-113.05833,4.6,1.7,0.5,6.92,10025.0,356.0,0.025,65.5,4.25
126,2008-07-23 13:15:00,COW LAKE,Ron Zurawell,52.25833,-115.01111,1.73,0.98,2.75,20.3,777.3,11.0,0.006,2.39,0.07
127,2008-08-25 13:00:00,COW LAKE,Ron Zurawell,52.25833,-115.01111,1.73,0.98,3.0,17.99,816.0,11.0,0.006,2.13,0.07
128,2008-09-18 13:00:00,COW LAKE,Ron Zurawell,52.25833,-115.01111,1.73,0.98,2.9,15.09,676.0,10.0,0.006,1.45,0.15
129,2005-07-03 09:00:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,1.2,,1729.0,40.7,0.009,9.0,0.07
130,2005-07-19 13:30:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,1.2,,1695.0,27.3,0.005,14.0,0.13
131,2005-08-01 09:00:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,1.0,,1785.0,30.0,0.005,18.7,0.09
132,2005-08-29 11:40:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,1.0,17.1,1783.0,31.0,0.023,22.4,0.07
133,2005-09-05 11:30:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,1.2,,1642.0,30.200000000000003,0.032,23.5,0.07
134,2006-07-11 11:00:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,1.5,,,22.0,,6.35,0.1
135,2007-07-06 11:00:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,2.0,22.51,865.0,16.0,0.005,4.47,0.07
136,2007-07-26 11:00:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,2.0,23.16,825.0,19.0,0.005,4.98,0.16
137,2007-08-21 10:30:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,1.25,17.44,865.0,20.0,0.005,7.23,0.23
138,2007-09-09 13:30:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,1.25,14.72,1115.0,24.0,0.005,6.34,0.07
139,2008-08-14 10:00:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,1.5,20.0,,18.0,,7.41,0.09
140,2008-08-28 11:45:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,1.5,12.0,,22.0,,8.86,0.15
141,2008-09-08 12:30:00,CRIMSON LAKE,Ron Zurawell,52.46111,-115.04444,9.1,2.2,1.5,14.0,,22.0,,6.69,0.07
142,2005-06-28 09:00:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,3.2,,,22.8,,11.9,0.09
143,2005-07-26 10:00:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,2.0,,,26.0,,6.7,0.12
144,2005-08-09 10:45:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,2.0,,,25.0,,4.4,0.07
145,2005-08-29 09:30:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,1.0,,,26.1,,6.2,0.07
146,2005-09-14 09:15:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,1.0,,,23.0,,4.7,0.07
147,2006-07-14 13:15:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,1.5,23.38,1325.0,26.0,0.005,6.45,0.09
148,2006-08-16 12:00:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,1.9,19.78,1395.0,23.0,0.005,7.68,0.07
149,2006-09-06 10:45:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,2.5,18.41,1545.0,69.0,0.005,5.54,0.11
150,2006-09-28 14:50:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,2.1,11.1,1636.0,26.0,0.006,7.67,0.07
151,2007-07-27 11:00:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,2.4,,,18.0,,2.71,0.26
152,2007-08-24 16:00:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,2.25,,,27.0,,11.8,2.09
153,2007-09-12 10:45:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,2.5,,,10.0,,9.44,0.48
154,2008-06-13 10:20:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,3.0,15.94,1105.0,22.0,0.005,1.83,0.07
155,2008-07-13 09:25:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,2.0,19.11,1233.0,32.0,0.013,6.49,0.12
156,2008-08-08 09:05:00,DILLBERRY LAKE,Ron Zurawell,52.575,-110.00417,10.7,2.8,2.25,19.79,1195.0,21.0,0.005,5.77,0.07
