,DATETIME,Body of Water Name,DataContact,LAT,LONG,Maximum Depth (m),Mean Depth (m),Secchi Depth (m),Surface Temperature (degrees celsius),Total Nitrogen (ug/L),Total Phosphorus (ug/L),NO3 NO2 (mg/L),Total Chlorophyll a (ug/L),Microcystin (ug/L)
319,2008-07-07 09:46:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,6.25,18.77,345.0,8.0,0.005,1.92,0.07
320,2008-08-05 08:45:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,7.25,16.7,285.0,8.0,0.005,1.19,0.07
321,2008-08-25 08:40:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,5.0,17.31,307.0,9.0,0.007,1.42,0.07
322,2008-09-16 09:40:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,7.0,12.97,315.0,6.0,0.005,0.71,0.09
323,2004-09-02 16:30:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,2.25,16.11,1536.0,139.0,0.056,49.7,541.38
324,2005-06-25 18:30:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.8,18.36,1313.0,55.0,0.033,22.3,0.07
325,2005-07-17 17:20:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.8,20.25,1255.0,79.0,0.005,23.3,0.73
326,2005-08-21 16:45:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,2.2,17.0,1635.0,160.0,0.005,73.0,0.07
327,2007-06-30 16:15:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,2.0,18.35,1359.0,117.0,0.239,11.7,0.16
328,2007-07-18 16:00:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,0.5,25.45,2235.0,104.0,0.005,96.9,0.07
329,2007-08-31 17:00:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.25,17.83,,276.0,,32.0,0.74
330,2007-09-29 16:30:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,0.8,12.32,2089.0,186.0,0.059,62.1,1.21
331,2008-07-20 17:00:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.25,21.08,1218.0,80.0,0.018,18.2,0.17
332,2008-08-13 09:10:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,3.0,19.46,1816.0,182.0,0.016,33.8,0.42
333,2008-09-02 15:40:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,4.5,17.6,1882.0,225.0,0.022,6.75,1.08
334,2009-06-24 13:00:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.25,19.38,1385.0,86.0,0.005,32.9,0.67
335,2009-07-25 10:15:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.0,23.82,2225.0,174.0,0.005,,1.93
336,2009-06-09 09:30:00,KINOSIU LAKE,Ron Zurawell,54.73361,-112.32278,,,1.0,16.5,2605.0,71.0,0.005,14.0,0.16
337,2009-07-15 16:00:00,KINOSIU LAKE,Ron Zurawell,54.73361,-112.32278,,,1.0,20.65,2777.0,63.0,0.017,13.5,0.87
338,2009-07-28 11:00:00,KINOSIU LAKE,Ron Zurawell,54.73361,-112.32278,,,0.75,22.75,3225.0,78.0,0.005,21.1,0.6
339,2009-08-26 14:00:00,KINOSIU LAKE,Ron Zurawell,54.73361,-112.32278,,,1.0,17.61,3612.0,99.0,0.012,21.4,0.58
340,2008-06-12 11:24:00,LAC LA NONNE - WHOLE LAKE,Ron Zurawell,53.94278,-114.31444,19.8,7.8,2.75,16.28,1253.0,95.0,0.013,7.79,0.73
341,2008-07-04 10:35:00,LAC LA NONNE - WHOLE LAKE,Ron Zurawell,53.94278,-114.31444,19.8,7.8,2.0,22.82,1395.0,129.0,0.005,14.4,0.87
342,2008-07-25 11:04:00,LAC LA NONNE - WHOLE LAKE,Ron Zurawell,53.94278,-114.31444,19.8,7.8,1.4,20.33,2095.0,169.0,0.005,72.1,2.48
343,2008-08-18 09:15:00,LAC LA NONNE - WHOLE LAKE,Ron Zurawell,53.94278,-114.31444,19.8,7.8,0.75,21.36,2385.0,195.0,0.005,59.3,1.32
344,2008-09-12 09:00:00,LAC LA NONNE - WHOLE LAKE,Ron Zurawell,53.94278,-114.31444,19.8,7.8,2.0,15.61,2138.0,186.0,0.038,25.4,0.07
345,2006-07-07 10:45:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,4.0,21.81,2345.0,67.0,0.005,14.6,0.42
346,2006-08-05 13:06:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,4.0,19.62,2235.0,46.0,0.005,7.51,0.31
347,2006-08-27 09:48:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,4.25,19.11,2345.0,41.0,0.005,4.43,0.74
348,2006-09-23 13:12:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,4.5,12.67,2456.0,62.0,0.006,8.51,1.18
349,2007-07-01 12:30:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,5.0,18.21,2432.0,52.0,0.402,5.41,0.1
350,2007-08-18 13:00:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,1.5,18.27,1995.0,45.0,0.005,8.8,1.26
351,2008-07-12 09:45:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,5.75,18.66,2144.0,56.0,0.014,2.59,0.25
352,2008-08-01 09:45:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,4.5,19.38,2155.0,47.0,0.005,3.05,0.11
353,2008-08-23 09:45:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,5.0,19.11,2357.0,54.0,0.007,3.63,0.17
354,2008-09-12 09:45:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,4.0,15.5,2345.0,50.0,0.005,4.75,0.13
355,2009-06-07 09:20:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,8.0,12.15,2407.0,77.0,0.017,0.6,0.09
356,2009-07-12 09:05:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,6.0,16.52,1949.0,48.0,0.019,2.51,0.14
357,2009-07-27 09:10:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,6.0,20.75,2385.0,60.0,0.005,,0.15
358,2009-08-16 09:25:00,LAC SANTE - WHOLE LAKE,Ron Zurawell,53.83694,-111.57861,24.4,,3.0,18.22,2645.0,59.0,0.005,19.9,0.15
359,2005-07-06 09:00:00,LAKE NEWELL,Ron Zurawell,50.43333,-111.91667,19.8,4.8,4.25,,375.0,14.1,0.005,1.5,0.13
360,2005-07-27 09:00:00,LAKE NEWELL,Ron Zurawell,50.43333,-111.91667,19.8,4.8,5.25,,405.0,16.8,0.005,7.4,0.07
361,2005-08-15 09:00:00,LAKE NEWELL,Ron Zurawell,50.43333,-111.91667,19.8,4.8,3.75,,376.0,15.8,0.016,7.5,0.07
362,2005-08-31 09:00:00,LAKE NEWELL,Ron Zurawell,50.43333,-111.91667,19.8,4.8,4.25,,505.0,15.6,0.005,5.4,0.07
363,2006-07-19 11:19:00,LAKE NEWELL,Ron Zurawell,50.43333,-111.91667,19.8,4.8,5.13,,,16.0,,2.97,0.07
364,2007-07-18 09:00:00,LAKE NEWELL,Ron Zurawell,50.43333,-111.91667,19.8,4.8,5.1,22.38,327.0,24.0,0.017,1.88,0.07
365,2007-06-29 10:15:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,3.25,17.59,,44.0,,2.59,0.23
366,2007-07-18 09:00:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,2.0,25.54,2185.0,34.0,0.005,4.66,0.07
367,2007-08-08 13:15:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,1.75,22.08,,39.0,,6.75,1.21
368,2007-09-06 14:30:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,1.5,16.96,2205.0,40.0,0.005,5.61,0.16
369,2008-06-24 16:20:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,1.25,19.69,2365.0,50.0,0.005,13.1,0.36
370,2008-07-17 14:15:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,1.25,21.89,2883.0,49.0,0.013,11.5,0.18
371,2008-08-08 14:10:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,1.25,22.24,2666.0,51.0,0.006,9.92,0.25
372,2008-08-26 11:30:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,1.25,19.04,2826.0,61.0,0.006,15.4,0.26
373,2008-09-15 12:10:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,1.5,15.14,2865.0,45.0,0.005,9.75,0.13
374,2009-06-05 10:40:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,1.25,15.66,2810.0,55.0,0.01,8.97,0.16
375,2009-07-02 14:00:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,3.75,19.71,2438.0,37.0,0.008,2.54,0.22
376,2009-08-13 09:45:00,LAURIER LAKE,Ron Zurawell,53.85889,-110.50917,9.1,,1.25,20.48,2945.0,61.0,0.005,13.5,0.69
377,2009-06-10 09:15:00,LITTLE BEAVER LAKE,Ron Zurawell,52.7733,-112.98188,2.3,1.4,0.25,15.13,6000.0,390.0,0.02,69.6,0.76
378,2009-07-05 08:45:00,LITTLE BEAVER LAKE,Ron Zurawell,52.7733,-112.98188,2.3,1.4,0.2,19.21,8217.0,485.0,0.047,203.0,1.82
379,2009-07-25 08:30:00,LITTLE BEAVER LAKE,Ron Zurawell,52.7733,-112.98188,2.3,1.4,0.2,24.09,8177.0,508.0,0.027,188.0,10.93
380,2009-08-15 08:25:00,LITTLE BEAVER LAKE,Ron Zurawell,52.7733,-112.98188,2.3,1.4,0.15,16.18,9665.0,683.0,0.005,322.0,8.02
381,2007-07-25 09:30:00,LONG ISLAND LAKE - NORTH BASIN,Ron Zurawell,54.45,-113.8,14.0,7.4,3.9,23.58,,21.0,,3.18,1.01
382,2007-08-08 12:00:00,LONG ISLAND LAKE - NORTH BASIN,Ron Zurawell,54.45,-113.8,14.0,7.4,2.75,,855.0,21.0,0.005,4.99,0.07
383,2007-09-05 09:00:00,LONG ISLAND LAKE - NORTH BASIN,Ron Zurawell,54.45,-113.8,14.0,7.4,3.6,17.4,885.0,29.0,0.005,6.71,0.74
384,2007-07-25 12:00:00,LONG ISLAND LAKE - SOUTH BASIN,Ron Zurawell,54.43333,-113.76667,14.0,7.4,4.75,24.0,,25.0,,4.63,0.34
385,2007-08-08 11:00:00,LONG ISLAND LAKE - SOUTH BASIN,Ron Zurawell,54.43333,-113.76667,14.0,7.4,3.5,,905.0,22.0,0.005,4.98,0.07
386,2007-09-05 11:00:00,LONG ISLAND LAKE - SOUTH BASIN,Ron Zurawell,54.43333,-113.76667,14.0,7.4,4.2,17.7,1085.0,45.0,0.005,4.67,0.1
387,2004-08-31 14:15:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,1.25,16.78,1689.0,103.8,0.009,72.5,2.16
388,2005-06-07 09:30:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,4.6,17.24,1042.0,25.0,0.052,5.1,0.07
389,2005-06-28 08:35:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,2.5,17.06,1084.0,41.0,0.014,19.2,0.07
390,2005-07-19 08:35:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,2.8,19.91,1025.0,45.0,0.005,12.6,0.08
391,2005-07-26 09:52:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,2.25,,,62.5,,,0.07
392,2005-08-09 08:30:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,2.0,19.98,1014.9999999999999,58.0,0.005,18.6,0.46
393,2005-08-14 14:40:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,1.5,,,64.8,,13.4,0.09
394,2005-08-28 13:38:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,2.5,,,61.0,,19.4,0.42
395,2005-08-30 08:30:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,3.0,16.74,1457.0,34.0,0.007,16.8,1.06
396,2005-09-20 09:20:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,2.25,13.11,,63.9,,30.5,0.08
397,2005-09-20 09:30:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,2.2,,1125.0,68.0,0.005,28.0,1.12
398,2006-07-21 09:53:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,2.0,22.26,1095.0,45.0,0.005,28.0,0.22
399,2006-08-08 09:13:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,0.5,21.86,1995.0,170.0,0.005,91.2,0.61
400,2006-08-25 13:39:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,1.25,20.22,1578.0,115.0,0.018,42.4,0.41
401,2006-09-27 09:37:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,2.75,12.72,1276.0,73.0,0.096,23.5,0.44
402,2007-06-25 09:35:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,4.75,,,32.0,,4.63,0.31
403,2007-07-23 16:15:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,1.5,,,32.0,,19.0,1.09
404,2007-08-12 14:15:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,1.75,,,82.0,,26.0,1.33
405,2007-08-26 17:12:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,1.25,,,90.0,,51.1,2.52
406,2007-09-26 11:30:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,3.25,,,49.0,,9.45,1.39
407,2008-06-09 10:00:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,3.75,16.46,813.0,25.0,0.013,4.1,0.07
408,2008-07-08 09:15:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,4.0,21.03,835.0,32.0,0.005,5.38,0.07
409,2008-07-30 09:40:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,4.0,21.44,839.0,34.0,0.009,6.24,0.19
410,2008-08-19 09:15:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,1.75,21.83,995.0,38.0,0.005,20.0,0.21
411,2008-09-09 09:30:00,LONG LAKE (NEAR BOYLE),Ron Zurawell,54.4256,-112.7634,9.0,4.3,2.75,16.0,975.0,33.0,0.005,16.8,0.13
412,2005-06-29 13:00:00,LOWER KANANASKIS LAKE,Ron Zurawell,50.65,-115.13333,42.1,13.1,5.0,,,7.6,,2.0,0.07
413,2005-07-25 13:15:00,LOWER KANANASKIS LAKE,Ron Zurawell,50.65,-115.13333,42.1,13.1,5.63,,,5.0,,0.9,0.07
414,2005-09-21 11:45:00,LOWER KANANASKIS LAKE,Ron Zurawell,50.65,-115.13333,42.1,13.1,4.25,,,5.1000000000000005,,1.0,0.07
415,2006-07-22 16:22:00,LOWER KANANASKIS LAKE,Ron Zurawell,50.65,-115.13333,42.1,13.1,6.5,17.74,85.0,7.0,0.005,0.76,0.07
416,2006-08-18 16:18:00,LOWER KANANASKIS LAKE,Ron Zurawell,50.65,-115.13333,42.1,13.1,8.5,15.75,65.0,6.0,0.005,0.71,0.07
417,2006-09-07 16:07:00,LOWER KANANASKIS LAKE,Ron Zurawell,50.65,-115.13333,42.1,13.1,10.0,15.8,65.0,7.0,0.005,0.56,0.07
418,2006-09-26 11:26:00,LOWER KANANASKIS LAKE,Ron Zurawell,50.65,-115.13333,42.1,13.1,9.75,11.66,85.0,4.0,0.005,0.73,0.07
419,2007-07-12 11:00:00,MARIE LAKE,Ron Zurawell,54.60694,-110.29,26.0,29.0,4.25,19.58,,11.0,,2.42,0.07
420,2007-08-14 14:30:00,MARIE LAKE,Ron Zurawell,54.60694,-110.29,26.0,29.0,3.25,17.88,525.0,13.0,0.005,2.77,0.24
421,2007-09-19 10:00:00,MARIE LAKE,Ron Zurawell,54.60694,-110.29,26.0,29.0,3.5,13.12,495.0,20.0,0.005,2.9,0.1
422,2008-07-11 10:15:00,MARIE LAKE,Ron Zurawell,54.60694,-110.29,26.0,29.0,3.75,17.62,606.0,24.0,0.016,2.53,0.1
423,2008-08-09 10:00:00,MARIE LAKE,Ron Zurawell,54.60694,-110.29,26.0,29.0,3.75,18.98,535.0,14.0,0.005,2.65,0.07
424,2008-08-27 09:45:00,MARIE LAKE,Ron Zurawell,54.60694,-110.29,26.0,29.0,3.75,17.73,559.0,13.0,0.009,2.29,0.1
425,2008-09-22 09:30:00,MARIE LAKE,Ron Zurawell,54.60694,-110.29,26.0,29.0,3.75,13.57,555.0,14.0,0.005,1.99,0.1
426,2009-06-07 13:40:00,MARIE LAKE,Ron Zurawell,54.60694,-110.29,26.0,29.0,2.5,9.08,655.0,32.0,0.005,5.82,0.13
427,2009-07-27 08:45:00,MARIE LAKE,Ron Zurawell,54.60694,-110.29,26.0,29.0,4.0,20.28,565.0,14.0,0.005,2.22,0.1
428,2009-08-17 18:00:00,MARIE LAKE,Ron Zurawell,54.60694,-110.29,26.0,29.0,3.0,18.27,586.0,13.0,0.006,2.48,0.12
429,2009-08-30 08:30:00,MARIE LAKE,Ron Zurawell,54.60694,-110.29,26.0,29.0,4.0,17.89,689.0,20.0,0.009,2.52,0.11
430,2007-07-16 10:39:00,MATCHAYAW LAKE,Ron Zurawell,53.71139,-114.09778,10.0,4.35,0.8,24.46,1725.0,72.0,0.005,49.7,0.25
431,2007-08-07 10:30:00,MATCHAYAW LAKE,Ron Zurawell,53.71139,-114.09778,10.0,4.35,0.9,21.08,1725.0,86.0,0.005,65.7,0.07
432,2007-08-27 11:30:00,MATCHAYAW LAKE,Ron Zurawell,53.71139,-114.09778,10.0,4.35,1.4,16.39,,135.0,,27.0,2.8
433,2007-10-04 10:45:00,MATCHAYAW LAKE,Ron Zurawell,53.71139,-114.09778,10.0,4.35,1.8,10.26,1927.0,127.0,0.017,39.4,0.14
434,2005-06-26 09:45:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,2.5,,,,,2.6,0.07
435,2005-07-17 12:30:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,2.25,,695.0,29.5,0.005,7.7,0.07
436,2005-08-21 11:00:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,2.0,,865.0,,0.005,10.1,0.1
437,2005-08-30 11:04:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,2.5,16.05,756.0,29.5,0.066,8.2,0.07
438,2006-06-23 00:00:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,2.5,,,26.0,,4.18,0.07
439,2006-07-24 08:00:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,3.5,,,24.0,,3.34,0.07
440,2006-08-13 12:24:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,2.5,,,24.0,,6.43,0.07
441,2006-08-28 09:15:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,2.25,,,29.0,,14.8,0.07
442,2006-09-05 10:00:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,1.5,,,38.0,,22.9,0.38
443,2007-07-26 08:30:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,3.5,21.31,599.0,24.0,0.009,3.52,0.25
444,2007-08-16 10:05:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,2.5,17.31,665.0,34.0,0.005,6.95,0.21
445,2008-06-29 09:30:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,3.64,,,32.0,,3.16,0.07
446,2008-07-13 11:50:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,5.0,,,23.0,,2.45,0.07
447,2008-07-27 16:00:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,4.0,,,22.0,,3.14,0.07
448,2008-08-17 12:04:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,10.7,5.1,3.0,,,29.0,,8.75,0.12
449,2008-08-31 12:00:00,MCLEOD LAKE - EAST,Ron Zurawell,54.29444,-115.65833,23.8,8.2,2.25,,,35.0,,10.1,0.12
450,2008-06-20 09:45:00,MINNIE LAKE,Ron Zurawell,54.27778,-111.1,23.8,8.2,8.0,18.27,1605.0,60.0,0.075,1.38,0.18
451,2008-07-16 09:20:00,MINNIE LAKE,Ron Zurawell,54.27778,-111.1,23.8,8.2,3.25,20.1,1540.0,37.0,0.02,7.89,0.07
452,2008-08-08 09:20:00,MINNIE LAKE,Ron Zurawell,54.27778,-111.1,23.8,8.2,4.5,21.02,1565.0,42.0,0.005,8.06,0.11
453,2008-09-01 09:15:00,MINNIE LAKE,Ron Zurawell,54.27778,-111.1,23.8,8.2,3.25,16.77,1445.0,32.0,0.005,5.42,0.13
454,2008-09-16 09:30:00,MINNIE LAKE,Ron Zurawell,54.27778,-111.1,23.8,8.2,3.5,15.15,1475.0,29.0,0.005,3.53,0.09
455,2009-06-25 09:30:00,MINNIE LAKE,Ron Zurawell,54.27778,-111.1,23.8,8.2,2.25,18.96,1440.0,49.0,0.01,3.48,0.08
456,2009-07-15 10:00:00,MINNIE LAKE,Ron Zurawell,54.27778,-111.1,23.8,8.2,2.25,18.23,1541.0,39.0,0.011,3.79,0.11
457,2009-08-05 10:15:00,MINNIE LAKE,Ron Zurawell,54.27778,-111.1,23.8,8.2,1.25,20.22,1695.0,47.0,0.005,7.02,0.12
458,2009-08-20 10:00:00,MINNIE LAKE,Ron Zurawell,54.27778,-111.1,23.8,8.2,3.0,18.36,1487.0,34.0,0.007,1.82,0.14
459,2005-08-03 19:30:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,2.5,,,145.2,,6.3,0.08
460,2005-08-19 10:09:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,2.5,,,131.8,,2.0,0.07
461,2005-09-15 10:24:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,2.5,,,134.8,,5.0,0.82
462,2006-07-19 09:45:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,1.15,19.15,8605.0,122.0,0.005,5.73,0.7
463,2006-08-17 09:45:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,1.1,18.37,8445.0,143.0,0.005,4.89,0.42
464,2006-08-29 10:00:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,0.75,17.59,9445.0,203.0,0.005,4.47,0.28
465,2006-09-21 12:30:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,1.1,8.05,10360.0,300.0,0.06,3.62,0.45
466,2007-06-27 15:30:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,1.0,,,74.0,,3.58,0.33
467,2007-07-25 09:44:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,1.25,,,246.0,,3.79,0.07
468,2007-08-09 07:45:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,1.5,,,211.0,,2.69,2.27
469,2007-08-30 13:00:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,1.75,,,125.0,,2.37,2.4
470,2008-06-17 09:20:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,2.0,17.38,9115.0,208.0,0.005,4.6,0.59
471,2008-07-17 14:15:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,1.5,19.8,9131.0,210.0,0.021,3.9,0.69
472,2008-08-07 08:35:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,1.2,19.34,9816.0,331.0,0.026,21.9,0.36
473,2008-09-05 15:15:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,1.1,14.13,10675.0,433.0,0.075,4.0,0.5
474,2008-09-18 09:30:00,MIQUELON LAKE,Ron Zurawell,53.25111,-112.90389,6.0,2.7,1.1,14.45,11381.0,477.0,0.081,4.36,0.86
475,2006-07-19 10:29:00,MONS LAKE (NEAR SMOKY LAKE),Ron Zurawell,54.58139,-113.22111,7.0,,1.0,21.3,1855.0,48.0,0.005,33.6,0.11
476,2006-08-05 08:43:00,MONS LAKE (NEAR SMOKY LAKE),Ron Zurawell,54.58139,-113.22111,7.0,,1.0,19.88,1845.0,51.0,0.005,23.5,0.1
477,2006-08-26 11:25:00,MONS LAKE (NEAR SMOKY LAKE),Ron Zurawell,54.58139,-113.22111,7.0,,1.0,19.56,1845.0,50.0,0.005,30.4,0.4
